User Address,Amount ($),Plan (Months),Start Date,Payouts Claimed,Next Payout Date,Next Payout Amount ($)
0x5d3F5D109FC52789c058Ee83B454Ea3a6fDce78d,1000,12,2025-01-06,0,2026-01-01,1500
0x02fa1B595ef231FCeb899f3bE555CaAabe30c10f,100,12,2025-01-06,0,2026-01-01,150
0x96f76DD779Ee6330d67EFBCf82EC8547aCacc663,100,12,2025-01-06,0,2026-01-01,150
0x40423dBCdF8253208dc32bc5731C30BE434B0891,100,12,2025-01-06,0,2026-01-01,150
0xc7e1C882a73735aca611102fF0d24a8D51EdBE3B,100,12,2025-01-06,0,2026-01-01,150
0x970de836bb63A0891f55eF02F5e0847c50C4A8eD,100,12,2025-01-06,0,2026-01-01,150
0x4A808B2E630d9ACd4D0930A46Dfc05140378B00F,100,12,2025-01-06,0,2026-01-01,150
0xf370d459f7A139AB39C6cc39191D8f288C058CAd,100,12,2025-01-06,0,2026-01-01,150
0x063BA4E718D7d1bcBFc1Ef10Ea8F53b6195b1fd0,500,12,2025-01-06,0,2026-01-01,750
0x0586F72AF84f657F07E09BFd09B2D75555C2a2b6,100,12,2025-01-06,0,2026-01-01,150
0x6A5d6DFFCF927c024ffDdc1cbbfD1F65069eE16B,100,12,2025-01-06,0,2026-01-01,150
0xa3b5887800D81B59C418ba192C6fE528d042DbBD,100,12,2025-01-06,0,2026-01-01,150
0xE71E619a7b91883F89E3f44fef618c5B4fA3Ac0E,1000,12,2025-01-06,0,2026-01-01,1500
0x8548078fb32E4B1FB496620d0003A588dc8D8e6A,1000,4,2025-01-06,0,2025-05-06,500
0xD76b6922B302De6c1a7cCf922733C38Bb6541022,100,4,2025-01-06,0,2025-05-06,50
0xa2D66f84728880622833fcD03A6C6888bb65E19C,100,12,2025-01-06,0,2026-01-01,150
0x336dbA3A54FBc6463F7cb1F5dBbfB7B3656140fE,100,12,2025-01-06,0,2026-01-01,150
0xdEb811FC402D21a68A94cD4189c8AAaab2D896A1,1000,12,2025-01-06,0,2026-01-01,1500
0x49C6C9579245b9242427ce1F10e067106fB3D7e9,500,12,2025-01-06,0,2026-01-01,750
0x9c92Ce55d72326897FDd1d02ADa937639924Ad43,1000,12,2025-01-06,0,2026-01-01,1500
0x75fb3D8f87952B88C94E0AEDCB2a0F006370570F,100,12,2025-01-06,0,2026-01-01,150
0x4FF7A61AADaB23578BdB35f76407773668b37dA3,100,12,2025-01-06,0,2026-01-01,150
0xB7e37c8ff6D794a67161264593Aaa7721F15Fc46,100,12,2025-01-06,0,2026-01-01,150
0x8173735fb0Ea17CeED4CEF4b8719A175dc000b75,100,12,2025-01-06,0,2026-01-01,150
0xf4760A77C33E898AC7f23473b980454D22d4acc9,100,12,2025-01-06,0,2026-01-01,150
0xC4A3BA2fC71c3963C813a3ABB00e61ee811Ad34d,1000,12,2025-01-06,0,2026-01-01,1500
0xE00C273C8B7bd4B8f08C8f60465AFeBb17bA9974,100,4,2025-01-06,0,2025-05-06,50
0xfD30be7AbCb68Ea2440FFe376E319d312715090c,100,6,2025-01-06,0,2025-07-05,75
0xcB1A1CD903D358cD80578AeaF96644cf3cc5062a,100,12,2025-01-06,0,2026-01-01,150
0xdDb430AF70F8fA626F887b16B1aa89EF6594aA0E,100,12,2025-01-06,0,2026-01-01,150
0xde41C4e1a4092AB87780dFb4b6235936DdED03D1,100,12,2025-01-06,0,2026-01-01,150
0xd8D222ceBBdE9c3F39D168A13b52F9535135A4be,1000,12,2025-01-06,0,2026-01-01,1500
0xd9dD3F3F4f8b214A8b56f92Ff4b1d7EAEd211983,100,12,2025-01-06,0,2026-01-01,150
0x35e7Ac4eb479A1cE561B709A5Ce40e52F9EC8347,1000,12,2025-01-06,0,2026-01-01,1500
0xA7B575CCDe4A9646b12dBad6b6Ff4847da045b11,100,12,2025-01-06,0,2026-01-01,150
0xC39397ba107e19c8ACF8E7E73CaC392D68200718,100,12,2025-01-06,0,2026-01-01,150
0x551acCB7D8e53D5acFF65533cE8B69ee408b1D64,100,4,2025-01-06,0,2025-05-06,50
0xABd1Fc36727A1e45578a0626a413Fe1E92Ea0E34,100,4,2025-01-06,0,2025-05-06,50
0xc07e7E9Bad9Fb7365E9A3BF8430e0ff90d1de686,100,4,2025-01-06,0,2025-05-06,50
0xce5F6EB6317aD66B49A11343d90948b0c9E55910,1000,12,2025-01-06,0,2026-01-01,1500
0x7593EFD95156E3Cd1ddEE570E43af7d739053ac8,1000,12,2025-01-06,0,2026-01-01,1500
0x7a35629624A9f6772b7b4004075Eb1b6fa706298,1000,12,2025-01-06,0,2026-01-01,1500
0x159cc7f89125415b664D788Fa8F74f90B47320AB,100,12,2025-01-06,0,2026-01-01,150
0x66e8fA9cEB9d4B782858a363D89f619F07b42E9f,1000,12,2025-01-06,0,2026-01-01,1500
0x7BeE13095e4ec12aB9880FF8079ba9c8dF6F2e9D,100,12,2025-01-06,0,2026-01-01,150
0xe4908EDC23073cB453b3FD4Aec060F1Ad4F02C05,100,12,2025-01-06,0,2026-01-01,150
0x11e1fd77F8882415af68E55C7A8559C39c2C1bf8,100,12,2025-01-06,0,2026-01-01,150
0xAC93933D561dcB520b502079A458A1ddfC456b6E,500,12,2025-01-06,0,2026-01-01,750
0x1b20EF4ed7891C7AfE63C8223cF97c0CAdF14A87,100,12,2025-01-06,0,2026-01-01,150
0xCfe31B49Dd9b05a3ae33F0A7f3F116151E56c9C0,100,6,2025-01-06,0,2025-07-05,75
0x1A226ec2497C01D8b03e70C8A35cF65364b3160C,100,12,2025-01-06,0,2026-01-01,150
0x5d27f2F58949C8a902D53247441fB067b312c8b4,100,12,2025-01-06,0,2026-01-01,150
0x6732a7a6EaA64bc2C1EDda504d36Dcd34D92f92E,100,12,2025-01-06,0,2026-01-01,150
0x3d62117B2172A2f58125e5AD1b1754B62268a7Fd,100,12,2025-01-06,0,2026-01-01,150
0x24F1F56fc6C5e2a2083D5f7025a3546E02d6467C,1000,12,2025-01-06,0,2026-01-01,1500
0xEB0659e2f63635A33468E385A082931E0533d7F1,100,12,2025-01-06,0,2026-01-01,150
0xc6AC1c4D44BEC5C4D7C620adD474D046F0b9ef14,500,12,2025-01-06,0,2026-01-01,750
0x41De36D36b92811f4b933B27684551193A73C7Fb,1000,4,2025-01-06,0,2025-05-06,500
0xc9fb44AB147416FA6aB9946dD221C9B9aef6b343,500,12,2025-01-06,0,2026-01-01,750
0xd9507C674b95bfaa3F0c9984D92e40BDDa34FEac,100,12,2025-01-06,0,2026-01-01,150
0x13F4257B8523B564C6F8fd0dE3508C3AcB59902d,100,12,2025-01-06,0,2026-01-01,150
0xa65ee1142dDb9353313E661c8Dd4447c183625d1,1000,4,2025-01-06,0,2025-05-06,500
0xf24b5c1e2F24AB49364AC7E9508Ba6D36C85CC93,1000,12,2025-01-06,0,2026-01-01,1500
0xcdCf22D3974F90A49c183eF01eC49B724E8d69D5,100,12,2025-01-06,0,2026-01-01,150
0x9cd50138DAE7bEad9aF13E88A7562C3372723be9,100,12,2025-01-06,0,2026-01-01,150
0xbC42ad0124e966456C72Ee7aBeb9389f5D42f638,100,12,2025-01-06,0,2026-01-01,150
0x28c543227EFc37ad23C14d7F41352b494abe8f31,1000,12,2025-01-06,0,2026-01-01,1500
0x84d4d46f5CB593d2456FE4EcaefCD001dCE1D036,100,12,2025-01-06,0,2026-01-01,150
0x40c0935Fe1a246BF55269D8fBD6938777292Edc4,100,12,2025-01-06,0,2026-01-01,150
0x907250561a67207B2048E719Aed4DA24d9c406BB,100,12,2025-01-06,0,2026-01-01,150
0x1F92d87BD6026C1e3e7E4fD54432ad48c4c04EFf,100,12,2025-01-06,0,2026-01-01,150
0x102e00436cDFa2cC1CA34E85927D68aB35bdd7b9,100,12,2025-01-06,0,2026-01-01,150
0xA51200B1eF8ebD7Fc9d674B72C6813F1Bb12a1eB,100,12,2025-01-06,0,2026-01-01,150
0x77E84382485a08b8E9d1FB9BDa7A09dadaD5A8a4,100,12,2025-01-06,0,2026-01-01,150
0x456C79Ba1869472c4D2316AEf5C8DC20A519d3aC,500,12,2025-01-06,0,2026-01-01,750
0x00FeB421bbD413d0b7B67d019837F51f9ED21962,100,4,2025-01-06,0,2025-05-06,50
0xcb68A74036CEF574D66A1b9CD6E0d740D03ED25c,100,12,2025-01-06,0,2026-01-01,150
0x07ECAfa81C1048C35C16b39c40C7D8E309DFEd5F,1000,12,2025-01-06,0,2026-01-01,1500
0x35dA794727e9823dad75976982e5b465dDb0E9af,100,12,2025-01-06,0,2026-01-01,150
0xd5899C764131275B842A3aC8094037D677135559,100,12,2025-01-06,0,2026-01-01,150
0xc40f001aC062018C7eA471C737faE5bb1C0f4Aaf,100,12,2025-01-06,0,2026-01-01,150
0xF054c35662447a3c589231c3dE8A68abC4A9F2b8,1000,12,2025-01-06,0,2026-01-01,1500
0x732293700b0A6ce9CfBA032c45Bfca5B4DFc4D88,1000,12,2025-01-06,0,2026-01-01,1500
0x4ae51D45D645eA1c20c6c705cE2a2A4c66857CB1,1000,12,2025-01-06,0,2026-01-01,1500
0xb618aB1Fad804c5F8Da6B55c4f6D09446E25ff02,100,12,2025-01-06,0,2026-01-01,150
0x8176B48a35Ac3B179c78693c7b1ff7F126DF66E5,100,12,2025-01-06,0,2026-01-01,150
0xbF02Cc6185A05f440b71d8E349C6843b09943374,1000,12,2025-01-06,0,2026-01-01,1500
0xbA3C87fac29030FC0b87C4A719f32829212cf835,100,12,2025-01-06,0,2026-01-01,150
0x6C57A06a5d5B5b44c707A4b62681AEE103e5a8BC,100,12,2025-01-06,0,2026-01-01,150
0x32C4BBa92db3a753bDCF0679aBb85Ae2D49bF7d8,100,12,2025-01-06,0,2026-01-01,150
0xA7d8097b2986a5A3Fb25Dd9e8CD3226435FBA120,100,12,2025-01-06,0,2026-01-01,150
0xf982B73dE4bD1332A8D65527797BDa8B3DA2D264,1000,12,2025-01-06,0,2026-01-01,1500
0xe389a00010e2e2536147aDCc03386cBE22EE9CA3,1000,6,2025-01-06,0,2025-07-05,750
0xC8021977f1e90e3B7023F55bA15d866331a80eA0,500,12,2025-01-06,0,2026-01-01,750
0x69a2cb6A5AD0f8A5EABdbD719aa5159F6de3Cb68,1000,12,2025-01-06,0,2026-01-01,1500
0x93D7411524fEe1F3bfb785b4b0142DcD5C65F69f,1000,12,2025-01-06,0,2026-01-01,1500
0xC3cAdB66ee2516c2B3Fa50f6C74207843D70F6Bf,100,12,2025-01-06,0,2026-01-01,150
0x578C50963E93d05A7632007255A4d45462370A25,100,12,2025-01-06,0,2026-01-01,150
0x2DBF11Dc1a6c8C022af56BA7a2fdcA57D3f55531,100,12,2025-01-06,0,2026-01-01,150
0x58C5338b1D1D1d67e9b45FCC8bBfFD6EF4832c30,100,12,2025-01-06,0,2026-01-01,150
0x87d79Df82db47c55FDfAebEC8Be04050519D1406,100,12,2025-01-06,0,2026-01-01,150
0xAF4E0E619E3d3299843a8366A91dD0867282757f,100,12,2025-01-06,0,2026-01-01,150
0xeB9FB0D1e5068c4B08B6F253d9aB59ebbfe64131,1000,12,2025-01-06,0,2026-01-01,1500
0x1346F7a268A1170614986dC0c0C660BB458Ad745,100,12,2025-01-06,0,2026-01-01,150
0x4C5299096233e18E2893270e3228610E086bFE22,1000,12,2025-01-06,0,2026-01-01,1500
0xe7e31CC5473280bb5d9a41Fc5A753ec805CcE3b4,100,4,2025-01-06,0,2025-05-06,50
0xC3b97bd6f8cAF1DE22CBB3708796F363B1468b5e,100,12,2025-01-06,0,2026-01-01,150
0x9E27DFec387D8Cbb5c93f33ea4FDdB3805eaeb68,100,12,2025-01-06,0,2026-01-01,150
0xA9578206D591DF6852b8c61420efF35Ef48C8A99,100,4,2025-01-06,0,2025-05-06,50
0xC2710DdEbB6f398267dBf3Bdfb4B4C0003Be1BAd,100,4,2025-01-06,0,2025-05-06,50
0x01a69B976cE965D5C91460ab4F79EB9d568be403,100,12,2025-01-06,0,2026-01-01,150
0xba0c43B5EfC89557049a4181BB1667ee96b76cd0,100,12,2025-01-06,0,2026-01-01,150
0xdBf89f08fFb210b2B266fC1CB0C44b8c26F2abD7,1000,12,2025-01-06,0,2026-01-01,1500
0x36de1cbCBC2F1EF4b0878E1539E4539ae55d05c3,100,12,2025-01-06,0,2026-01-01,150
0xD8B3c67BCECa29727C4492337dd921A5d75c0D0F,100,6,2025-01-06,0,2025-07-05,75
0x32e2F206b1de5206Aa9ca74f00d813b43B4c512B,100,12,2025-01-06,0,2026-01-01,150
0x24383F575291d932D721c39973d5974C39B647f3,100,12,2025-01-06,0,2026-01-01,150
0x7284B37f73E4966944C7Dd7A29FE4D5a09AF3C6b,1000,12,2025-01-06,0,2026-01-01,1500
0x781B65b86C91EE731779dc65C2e02Ab979f8869A,100,12,2025-01-06,0,2026-01-01,150
0xfC1528C3458260aD8C2B9e6B0B8CF687e4E19De6,100,12,2025-01-06,0,2026-01-01,150
0xc89b2B7b8E47E7c0947147b8D9722bCF0Ca9e4FF,100,12,2025-01-06,0,2026-01-01,150
0x40545664497F7e6E622f6Ed4CacdB9F97fea1D6a,1000,12,2025-01-06,0,2026-01-01,1500
0xA6FBe3d3DDA9346cD8286DFF6627B48BeEE20B0d,100,12,2025-01-06,0,2026-01-01,150
0xc1a0dBB5bc95cBa5765Ea4aE9A6a9E8F3c4c57b3,1000,12,2025-01-06,0,2026-01-01,1500
0x7ffF16329350BE2C4952B08Ef6B7A5Bdc49075aD,1000,12,2025-01-06,0,2026-01-01,1500
0xCb6D6Eae37ee7401eb91925244d7c86C662c08d7,100,12,2025-01-06,0,2026-01-01,150
0x5256185D0034669CA51D8C97Ae54C85B8dDb7ceD,500,12,2025-01-06,0,2026-01-01,750
0x472EB18Ab6a6EbcE60bB9Bf7e094F5781fa09457,1000,12,2025-01-06,0,2026-01-01,1500
0xF26AA1fD2cD8828fDc87dE707EDD83eb55C5835d,100,12,2025-01-06,0,2026-01-01,150
0xa50b8C60ab3beFfB0Ab1131f50c7429716C9dC87,100,12,2025-01-06,0,2026-01-01,150
0x5075cdaD6cD5ECa47B0E3Ece7F58f659aac5Ab7d,100,12,2025-01-06,0,2026-01-01,150
0xdd7642e99De9746488d55E983aa829C4133d25A2,100,12,2025-01-06,0,2026-01-01,150
0x6C0cD3c518908475BA40CFD4a024189156d0AC6e,100,12,2025-01-06,0,2026-01-01,150
0x53F4C63faD900237464F480DD407E306EAdacfa4,100,4,2025-01-06,0,2025-05-06,50
0xe7dBB478922883A90849AF3A23a0A9AFB02c0fD5,100,12,2025-01-06,0,2026-01-01,150
0x622C51Afd0B0D1BA64C7B135b5AE345FBCE749bd,500,12,2025-01-06,0,2026-01-01,750
0xAE696Ce6fec284dF0f433f871Ac74D50cd5309b1,1000,4,2025-01-06,0,2025-05-06,500
0x5bc51a3450146f0c5c5671E209DB28f5D620d2C5,100,12,2025-01-06,0,2026-01-01,150
0x4c79C416ea5FB874523d984c2daCe41a3004e258,1000,4,2025-01-06,0,2025-05-06,500
0x0AC73694FeeF6eFDfDaB777bC91386AE1144C66F,100,12,2025-01-06,0,2026-01-01,150
0x649a9E73015F50bf35a3a60362D24def66f24117,1000,12,2025-01-06,0,2026-01-01,1500
0x64Afb6e31DE8B4d3e4f793E954e078f37DA77Ee7,1000,12,2025-01-06,0,2026-01-01,1500
0x54E3F306cb0DC044C29dE1490Ecc18Ee5902caBD,1000,4,2025-01-06,0,2025-05-06,500
0x04e5Ff99EBaB7dF8c48Ab4602eBbE5cdBbE0Fbc5,100,12,2025-01-06,0,2026-01-01,150
0x5fb45f97C8cb3ed4b0bC30235FF6E18Dd61cBaDf,500,12,2025-01-06,0,2026-01-01,750
0xcB7F9c80e81da9E103692E00c508155A3D087a5c,100,12,2025-01-06,0,2026-01-01,150
0x884c22e072C19500809E6b91D7a6FFf2c9552FCd,100,12,2025-01-06,0,2026-01-01,150
0x3f1f7eDF4B00C3631D27Be13542DB860da0C2Df3,100,4,2025-01-06,0,2025-05-06,50
0x075A8423bEB7caaEF666274593f9568D4D98534F,100,12,2025-01-06,0,2026-01-01,150
0xDBdc19f755dFABE541B63D46ff4f64b959e486fE,100,12,2025-01-06,0,2026-01-01,150
0x2a4fd75E16a69165cb9FfbECACAAF7B3E4319CD5,100,12,2025-01-06,0,2026-01-01,150
0x56100620ab5C9039dFC20c5Ce4f8E95C8277ea2b,1000,12,2025-01-06,0,2026-01-01,1500
0xC86A0F0E589e920E3D70a82999615B9eE1818a21,100,12,2025-01-06,0,2026-01-01,150
0xD769dd65DD72EeA82826533E693c68f78E8fBaF8,500,12,2025-01-06,0,2026-01-01,750
0x71CA67AC6C23466aA3A759F659cC0d09f00a5a98,1000,12,2025-01-07,0,2026-01-02,1500
0x6469fe28B69aD169c928bc0483D501947f7F9A8C,100,12,2025-01-07,0,2026-01-02,150
0xc84960F9F87d8Dd45F006c33b5D1DdD1033021d9,1000,12,2025-01-07,0,2026-01-02,1500
0x5Cb7D49C2E604C7E0D40170aDba7D9EDE79ac350,100,12,2025-01-07,0,2026-01-02,150
0xbA8D508353cdCca2E23D71e8dD738D0C461211c3,100,12,2025-01-07,0,2026-01-02,150
0x9542863088104bb3c973DfC3133391f64207AE1e,100,12,2025-01-07,0,2026-01-02,150
0x98abFFACefa97A185cfc320dD1C9325c6Aa7a2E1,100,12,2025-01-08,0,2026-01-03,150
0x2F9384B72B2eF5F7D952250c6EeDBc8ECCeF1490,100,12,2025-01-09,0,2026-01-04,150
0x5a52aD731daFa5cf9c15FA959A15EAE3aBD99a4D,1000,12,2025-01-09,0,2026-01-04,1500
0xa62A7b231B8696704792b078174ac3b91835094F,500,12,2025-01-09,0,2026-01-04,750
0x8Ebe97c3761a2D4bb9D35636a8501987e7fBc060,100,6,2025-01-09,0,2025-07-08,75
0xeaEA29C76bAbc2a273079E50D2926a18372B8b25,100,12,2025-01-09,0,2026-01-04,150
0xe2E2B71DD0Ea47D7C41b1DAE46A60f439CE376CC,100,4,2025-01-10,0,2025-05-10,50
0x161B4c79298Bb38841249d50477beE626e1a01D4,100,12,2025-01-10,0,2026-01-05,150
0x90EA6E00E4B5466e4f60D54C22f885f700CD0DC0,100,12,2025-01-10,0,2026-01-05,150
0xC9f86b0D5b94992643d72aFcdFD9207Bee0Bade1,100,12,2025-01-10,0,2026-01-05,150
0xAfE5deb0667f6d601FE12AB2404E84b0d976460c,100,12,2025-01-10,0,2026-01-05,150
0x842d72bC0b236cb63F2f11144a3198E2B5c4F490,100,12,2025-01-10,0,2026-01-05,150
0x29efbfAeF05F0D1D82a0cA14813151f115CDC029,100,12,2025-01-10,0,2026-01-05,150
0x626AFd51aB1B1cf56586c58e6b1EB351d0ffa70d,1000,12,2025-01-10,0,2026-01-05,1500
0xCBe1DF93616FD46792e85c4D47b122bc774aa45a,1000,4,2025-01-11,0,2025-05-11,500
0x968bA5f64d6DCc0ba554F3Cf9497b3Caa90545CF,1000,12,2025-01-11,0,2026-01-06,1500
0xfd80F8584009a92099fe5Db40378883e8110C09e,1000,12,2025-01-11,0,2026-01-06,1500
0x015542ebD0e949f351Af6e9b6eAe5Ed03D4324A0,1000,6,2025-01-11,0,2025-07-10,750
0xB8E57CDDA5217146b4716747102aE0C8C8b51807,1000,6,2025-01-11,0,2025-07-10,750
0x3E24DC4257326ebDF91309B321AFB7b713C5893B,1000,12,2025-01-11,0,2026-01-06,1500
0xD6067bC277053eE731198C2eb1F0C12Df0Db69D8,100,6,2025-01-12,0,2025-07-11,75
0x4364c19b01e18e98b3635ACdA57Abb9823A98Ce5,100,12,2025-01-12,0,2026-01-07,150
0x63c1C71665e75479bBCa01e56d544B1f0bdaB4E8,100,6,2025-01-13,0,2025-07-12,75
0x8895bC41Ff94e20f2f64872Dd14D1DF58B4CDCE3,100,12,2025-01-14,0,2026-01-09,150
0x74F13D691979744565f0138dE0952aaF9ec55bA1,1000,12,2025-01-14,0,2026-01-09,1500
0xd5Bf7f0108d8943Ed0bc0954381B181FB0782012,1000,12,2025-01-14,0,2026-01-09,1500
0x0fCef86b237D1d3F61EF3206dCb24CC5Bdd034F9,1000,12,2025-01-14,0,2026-01-09,1500
0x7De50B25E6cbc71A2146362A24cD77E2a6496D91,100,12,2025-01-16,0,2026-01-11,150
0x9e88b653dDdB6816618fdE137533019B088C1BeD,100,12,2025-01-17,0,2026-01-12,150
0x8B7A4E675598B6fff7c570070D2eF874E9Bfad14,100,12,2025-01-18,0,2026-01-13,150
0x26Eb3b0099616b1cfB3eB8caBa16D1924438e5EC,100,12,2025-01-20,0,2026-01-15,150
0x997Fe2cA13f3D73Da70Fe94c85bd9cd764969E32,100,12,2025-01-20,0,2026-01-15,150
0x882E7FA7C639962904B728e1ee8769dc17Ae4Fb4,100,12,2025-01-20,0,2026-01-15,150
0xa3835fb40Ba9bc34841692662CcFEF2925880B7D,100,12,2025-01-20,0,2026-01-15,150
0xff35CE5bc5A35D2Dd2721B8Dfddac7864a708029,100,12,2025-01-20,0,2026-01-15,150
0x350a3c155D6213b0A937773910318cE113235045,100,12,2025-01-20,0,2026-01-15,150
0x20D23beA3DaFe6313F10FdFCC3A926214F60110c,100,12,2025-01-20,0,2026-01-15,150
0xa71f47C1b6bd0779C70C111E60CEf92D2Ee97F7B,1000,12,2025-01-23,0,2026-01-18,1500
0x5c4FDC397b65A0aa94B0886c64fF292248f0bB60,100,12,2025-01-26,0,2026-01-21,150
0x7aAADB91Ea9f264518909E6e2a5EEa176544969a,100,12,2025-01-26,0,2026-01-21,150
0xe376733AE9a7A090DB5992F8D53498D9844f9f81,100,4,2025-01-26,0,2025-05-26,50
0x33b91E96C724940Fe9837b95ADd8d6db2529Cc49,100,4,2025-01-27,0,2025-05-27,50
0xaEA2A543D482b40d1d848B1cc72B40284a46645c,1000,12,2025-01-27,0,2026-01-22,1500
0x5ff4A6A4e99F78eD96c3d2d32D13A7e58358D8B5,100,4,2025-01-29,0,2025-05-29,50
0x0a0cedff3427aB96EfA61633211303e55A7Fdc40,100,4,2025-01-29,0,2025-05-29,50
0x8fCc883fe2b0B1eB68BE83aE8241EB9311466856,100,4,2025-01-30,0,2025-05-30,50
0x3e4Bf87c0Be0aB120Da06A2F373aCA8eF9Aaa475,100,4,2025-02-03,0,2025-06-03,50
0xC7b32362e9609736566150bd96cC6F1175A7d480,100,12,2025-02-03,0,2026-01-29,150
0xdBE414A0C3d94291B5182c6c4099039053BdF20E,100,12,2025-02-04,0,2026-01-30,150
0xa701cc2E22C9A07D0f4FFBCe592b27aee9435D8b,100,4,2025-02-04,0,2025-06-04,50
0x5684cAe2e76048692822cBC1d94912Eeb3b20a0b,100,4,2025-02-04,0,2025-06-04,50
0x3F66B1aC1ebE6180e60A3a65027592514De62dD9,100,4,2025-02-05,0,2025-06-05,50
0x9EA0010ea3D6afFe2Be50Df9C966C1f1f2BfDD86,100,4,2025-02-05,0,2025-06-05,50
0x76910f74bE8f2b13d2d35D8C028454bF815822d0,100,4,2025-02-05,0,2025-06-05,50
0xD2796fc451A4ba624e2451E48170e8C0E408570b,100,4,2025-02-05,0,2025-06-05,50
0x69F5f6aF654f73433CBa4179713A2598A5d14826,100,4,2025-02-07,0,2025-06-07,50
0x2e753EB2Fd058e0bD0601aA9c26870c81540244a,100,4,2025-02-08,0,2025-06-08,50
0x95a73B3811577d897Ce308BBE79Aa46A11b74d1D,500,12,2025-02-10,0,2026-02-05,750
0x94D0558bB831f72DA5C5431321b5F8C3F52551D5,100,4,2025-02-11,0,2025-06-11,50
0xc3F281B756375E0C4cCac2462e761413FCd896C7,100,12,2025-02-12,0,2026-02-07,150
0x9c324d435d1a38d04369C62cB70d7fD4aa6DF5F2,100,4,2025-02-15,0,2025-06-15,50
0x532d90A9b0413A57bE68cf3Ed6105b548AE03827,100,4,2025-02-15,0,2025-06-15,50
0x524174043E612325113576dF4c08567352b0196C,100,4,2025-02-15,0,2025-06-15,50
0x8E1A53e33599e8C472A5AFA28229B30B6133FaF1,100,4,2025-02-18,0,2025-06-18,50
